"","sample_id","full_sample_code","mountain_code","lake_code","lake_name","core","drive","top_cm","bottom_cm","mid_cm","rep_or_note","mean_range_BiSi","mean_range_C-H","max_range_BiSi","max_range_C-H","mean_BiSi","mean_C-H","total_210Pb_pCi_g","error_of_total_Pb_sd","cum_dry_mass_g_cm2","unsup_210Pb_pCi_g","error_of_unsup_Pb_sd","age_base_of_interval_yr","error_of_age_sd","date_base_AD","date_mid_AD","DMAR_g_cm2_yr","error_DMAR_sd","partial_rho_g_cm3","lead210_measured","d15N_raw","d13C","d34S","N_perc","C_perc","S_perc","CN_ratio","d15N_LinCorr","d15N","isotope_run","isotope_year_run","isotope_notes","mountain_lake_code","block","crucible","crucible_or_whirkpak_wt_g","wet_wt_with_crucible_or_whirkpak_g","dry_wt_with_crucible_or_whirkpak_g","post_550C_wt_with_crucible_g","volume_cm3","wet_wt_g","dry_wt_g","post_550C_wt_g","water_propor","organics_propor","water_perc","organics_perc","dried_100C_or_freezedried","LOI_notes","range_lake_core_drive_code","mountain_range","state","region","fish","fish_sp_current","current_fish_sp","first_stocked_yr","last_stocked_yr","first_stocked_yr_CUT","first_stocked_yr_BKT","first_stocked_yr_RBT","first_stocked_yr_GT","first_stocked_yr_STE","potential_stocking_prior_fist_documented_stocking_event","Double.checked","stocking.history","fish_disappear_or_eradicated","lat","lon","elevation_ft","elevation_m","area_m_sq_fromlindseyandMORAandNOCA","lake_perimeter_m_google","lake_area_m_google","core_depth_cm","pH","cond_uS","tds_ppm","do_mgL","temp_degF","temp_degC","lake_depth_ft","lake_depth_m","date_water_measurements","date_cored","year_cored","GPS_point","lake_data_notes","dry_perc","wet_density_g_cm3","all_rho_g_cm3","max_bottom_cm_210Pb_dated","min_bottom_cm_210Pb_dated","date_type","interpolated_date_mid_AD","interpolated_error_of_age_sd","interpolated_date_base_AD","interpolated_date_top_AD","mean_DMAR_g_cm2_yr_bottom3","mean_error_DMAR_sd_bottom3","mean_DMAR_g_cm2_yr_bottom3_max","mean_DMAR_g_cm2_yr_bottom3_min","bottom_interpolated_error","bottom_measured_date_mid_AD","thickness","accumulation_rate_cm_yr","years_per_thickness","accumulation_rate_max_cm_yr","accumulation_rate_min_cm_yr","years_per_thickness_max","years_per_thickness_min","cumulative_years","extrapolated_date_mid_AD","cumulative_years_max","extrapolated_date_mid_AD_max","cumulative_years_min","extrapolated_date_mid_AD_min","date_mid_AD_combo","date_mid_AD_min_combo","date_mid_AD_max_combo","fish_present_sample","fish_present_binary","prism_date_base_AD","prism_date_top_AD","mean_air_temp_degC_interval","mean_air_temp_1951_1980_degC","temp_anomaly_mid_cent_degC","temp_anomaly_mid_cent_degC_start","mean_air_temp_degC_anomaly_combined","mean_air_temp_degC_anomaly_extended","d15N_CNS_adj","mean_d15N_1800_1850","d15N_anomaly_mean_1800_1850","d15N_CNS_adj_start","d15N_CNS_adj_diff_from_start","d15N_start","d15N_diff_from_start","state_short","lake_name_state"
"482","MONO21_12.5","NOCA21_MONO21_1A_1G_12.5","NOCA21","MONO21","Monogram","1A","1G",12,12.5,12.25,"",NA,NA,NA,NA,NA,NA,0.5144,0.0166,1.8544,0.1664,0.0525,174.86,24.91,1846.8,1849.95,0.013,0.00984,0.1643,"y",0.8950888,-26.3250704,NA,0.680291682,12.71681816,NA,18.69318485,NA,0.8950888,"CN","2024_2","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.2986,12.1735,2.9436,NA,NA,10.8749,1.645,NA,0.8487,NA,84.873,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",15.127,NA,0.1659,13.5,0.5,"measured",1851.3,25.941,1847.45,1855.2,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1849.95,1825.04,1874.86,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,0.8950888,0.990048666666667,-0.0949598666666667,0.2483361,0.6467527,0.2483361,0.6467527,"WA","Monogram - WA"
"483","MONO21_13","NOCA21_MONO21_1A_1G_13","NOCA21","MONO21","Monogram","1A","1G",12.5,13,12.75,"",3.1955,0.17,6.67400000000001,0.301,38.595,2.57366666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",1.0688943,-26.03159249,NA,0.653738166,13.58337099,NA,20.77799906,NA,1.0688943,"CN","2024_1","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.2935,13.0716,2.9096,NA,NA,11.7781,1.6161,NA,0.8628,NA,86.279,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",13.721,NA,0.1491,13.5,0.5,"interpolated",1843.55,31.296,1839.8,1847.45,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843.55,1812.254,1874.846,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,1.0688943,0.990048666666667,0.0788456333333333,0.2483361,0.8205582,0.2483361,0.8205582,"WA","Monogram - WA"
"484","MONO21_13.5","NOCA21_MONO21_1A_1G_13.5","NOCA21","MONO21","Monogram","1A","1G",13,13.5,13.25,"",NA,NA,NA,NA,NA,NA,0.4906,0.0155,2.0066,0.1426,0.0522,189.23,38.66,1832.4,1836.15,0.0099,0.01106,0.1482,"y",1.038628,-26.13508603,NA,0.701822762,13.45470418,NA,19.1710855,NA,1.038628,"CN","2024_2","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.3136,15.5258,3.2671,NA,NA,14.2122,1.9535,NA,0.8625,NA,86.255,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",13.745,NA,0.1494,13.5,0.5,"measured",1835.85,37.279,1832.23,1839.8,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1836.15,1797.49,1874.81,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,1.038628,0.990048666666667,0.0485793333333334,0.2483361,0.7902919,0.2483361,0.7902919,"WA","Monogram - WA"
"485","MONO21_14","NOCA21_MONO21_1A_1G_14","NOCA21","MONO21","Monogram","1A","1G",13.5,14,13.75,"",3.1955,0.17,6.67400000000001,0.301,35.488,2.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",1.0318092,-25.91009311,NA,0.664335339,13.96732009,NA,21.02450263,NA,1.0318092,"CN","2024_1","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.3136,12.9358,3.3056,NA,NA,11.6222,1.992,NA,0.8286,NA,82.86,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",17.14,NA,0.1904,13.5,0.5,"extrapolated",NA,NA,NA,NA,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,0.0525210084033613,9.52,0.0943802521008403,0.0106617647058824,5.2977184195882,46.8965517241379,9.52,1826.63,5.2977184195882,1830.85,46.8965517241379,1789.25,1826.63,1751.971,1868.129,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,1.0318092,0.990048666666667,0.0417605333333334,0.2483361,0.7834731,0.2483361,0.7834731,"WA","Monogram - WA"
"486","MONO21_14.5","NOCA21_MONO21_1A_1G_14.5","NOCA21","MONO21","Monogram","1A","1G",14,14.5,14.25,"",NA,NA,NA,NA,NA,NA,0.3542,0.0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2198,"y",0.8911016,-25.92588741,NA,0.648674518,12.76764559,NA,19.68266864,NA,0.8911016,"CN","2024_2","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.2932,10.2269,3.0538,NA,NA,8.9337,1.7606,NA,0.8029,NA,80.293,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",19.707,NA,0.2227,13.5,0.5,"extrapolated",NA,NA,NA,NA,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,0.0449034575662326,11.135,0.08069151324652,0.00911540188594522,6.19643850862549,54.8522167487685,20.655,1815.5,11.4941569282137,1824.66,101.748768472906,1734.4,1815.5,1697.121,1861.939,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,0.8911016,0.990048666666667,-0.0989470666666666,0.2483361,0.6427655,0.2483361,0.6427655,"WA","Monogram - WA"
"487","MONO21_15","NOCA21_MONO21_1A_1G_15","NOCA21","MONO21","Monogram","1A","1G",14.5,15,14.75,"",3.1955,0.17,6.67400000000001,0.301,33.114,2.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",1.0147701,-26.03776586,NA,0.6211813,12.785153,NA,20.58199916,NA,1.0147701,"CN","2024_1","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.3008,15.1773,3.5529,NA,NA,13.8765,2.2521,NA,0.8377,NA,83.77,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",16.23,NA,0.1793,13.5,0.5,"extrapolated",NA,NA,NA,NA,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,0.0557724484104852,8.965,0.100223089793642,0.0113218070273285,4.98887033945465,44.1625615763547,29.62,1806.53,16.4830272676683,1819.67,145.911330049261,1690.24,1806.53,1652.961,1856.949,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,1.0147701,0.990048666666667,0.0247214333333333,0.2483361,0.766434,0.2483361,0.766434,"WA","Monogram - WA"
"488","MONO21_15.5","NOCA21_MONO21_1A_1G_15.5","NOCA21","MONO21","Monogram","1A","1G",15,15.5,15.25,"",NA,NA,NA,NA,NA,NA,0.3564,0.0121,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1792,"y",0.914028,-26.04195579,NA,0.63735187,12.76715533,NA,20.03156486,NA,0.914028,"CN","2024_2","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.3072,14.6573,3.4937,NA,NA,13.3501,2.1865,NA,0.8362,NA,83.622,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",16.378,NA,0.1811,13.5,0.5,"extrapolated",NA,NA,NA,NA,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,0.0552181115405853,9.055,0.0992269464384318,0.0112092766427388,5.03895381190874,44.6059113300493,38.675,1797.48,21.5219810795771,1814.63,190.51724137931,1645.63,1797.48,1608.351,1851.909,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,0.914028,0.990048666666667,-0.0760206666666667,0.2483361,0.6656919,0.2483361,0.6656919,"WA","Monogram - WA"
"489","MONO21_16","NOCA21_MONO21_1A_1G_16","NOCA21","MONO21","Monogram","1A","1G",15.5,16,15.75,"",3.1955,0.17,6.67400000000001,0.301,36.497,2.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",1.0839288,-26.07215734,NA,0.66624835,13.39549074,NA,20.10585204,NA,1.0839288,"CN","2024_1","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.3041,14.9842,3.4519,NA,NA,13.6801,2.1478,NA,0.843,NA,84.3,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",15.7,NA,0.1728,13.5,0.5,"extrapolated",NA,NA,NA,NA,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,0.0578703703703704,8.64,0.103993055555556,0.0117476851851852,4.80801335559265,42.5615763546798,47.315,1788.84,26.3299944351697,1809.82,233.07881773399,1603.07,1788.84,1565.791,1847.099,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,1.0839288,0.990048666666667,0.0938801333333333,0.2483361,0.8355927,0.2483361,0.8355927,"WA","Monogram - WA"
"490","MONO21_16.5","NOCA21_MONO21_1A_1G_16.5","NOCA21","MONO21","Monogram","1A","1G",16,16.5,16.25,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",1.2120712,-26.17569482,NA,0.640800719,12.04966757,NA,18.80407937,NA,1.2120712,"CN","2024_2","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.304,13.5788,3.3323,NA,NA,12.2748,2.0283,NA,0.8348,NA,83.476,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",16.524,NA,0.1829,13.5,0.5,"extrapolated",NA,NA,NA,NA,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,0.0546746856205577,9.145,0.0982504100601422,0.0110989611809732,5.08903728436283,45.0492610837438,56.46,1779.69,31.4190317195326,1804.73,278.128078817734,1558.02,1779.69,1520.741,1842.009,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,1.2120712,0.990048666666667,0.222022533333333,0.2483361,0.9637351,0.2483361,0.9637351,"WA","Monogram - WA"
"491","MONO21_17","NOCA21_MONO21_1A_1G_17","NOCA21","MONO21","Monogram","1A","1G",16.5,17,16.75,"",3.1955,0.17,6.67400000000001,0.301,29.221,2.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",1.1430645,-26.00012572,NA,0.530999336,10.52075094,NA,19.81311505,NA,1.1430645,"CN","2024_1","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.3035,12.0941,3.667,NA,NA,10.7906,2.3635,NA,0.781,NA,78.097,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",21.903,NA,0.2511,13.5,0.5,"extrapolated",NA,NA,NA,NA,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,0.0398247710075667,12.555,0.0715651135005974,0.00808442851453604,6.98664440734558,61.8472906403941,69.015,1767.13,38.4056761268781,1797.74,339.975369458128,1496.17,1767.13,1458.891,1835.019,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,1.1430645,0.990048666666667,0.153015833333333,0.2483361,0.8947284,0.2483361,0.8947284,"WA","Monogram - WA"
"492","MONO21_17.5","NOCA21_MONO21_1A_1G_17.5","NOCA21","MONO21","Monogram","1A","1G",17,17.5,17.25,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",1.223036,-26.09639781,NA,0.539705675,10.11370542,NA,18.73929787,NA,1.223036,"CN","2024_2","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.2764,14.4046,3.7987,NA,NA,13.1282,2.5223,NA,0.8079,NA,80.787,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",19.213,NA,0.2164,13.5,0.5,"extrapolated",NA,NA,NA,NA,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,0.0462107208872458,10.82,0.0830406654343808,0.00938077634011091,6.02114635503617,53.3004926108374,79.835,1756.32,44.4268224819143,1791.72,393.275862068965,1442.87,1756.32,1405.591,1828.999,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,1.223036,0.990048666666667,0.232987333333333,0.2483361,0.9746999,0.2483361,0.9746999,"WA","Monogram - WA"
"493","MONO21_18","NOCA21_MONO21_1A_1G_18","NOCA21","MONO21","Monogram","1A","1G",17.5,18,17.75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",1.0739058,-26.30927326,NA,0.615302987,12.11521242,NA,19.68983194,NA,1.0739058,"CN","2024_1","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.2737,14.6232,3.9224,NA,NA,13.3495,2.6487,NA,0.8016,NA,80.159,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",19.841,NA,0.2244,13.5,0.5,"extrapolated",NA,NA,NA,NA,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,0.0445632798573975,11.22,0.0800802139037433,0.0090463458110517,6.24373956594324,55.2709359605911,91.055,1745.1,50.6705620478575,1785.48,448.546798029556,1387.6,1745.1,1350.321,1822.759,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,1.0739058,0.990048666666667,0.0838571333333332,0.2483361,0.8255697,0.2483361,0.8255697,"WA","Monogram - WA"
"494","MONO21_18.5","NOCA21_MONO21_1A_1G_18.5","NOCA21","MONO21","Monogram","1A","1G",18,18.5,18.25,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",1.0824872,-26.53106213,NA,0.752819305,13.24948838,NA,17.59982548,NA,1.0824872,"CN","2024_2","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.2703,14.5281,3.3079,NA,NA,13.2578,2.0376,NA,0.8463,NA,84.631,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",15.369,NA,0.1688,13.5,0.5,"extrapolated",NA,NA,NA,NA,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,0.0592417061611374,8.44,0.106457345971564,0.0120260663507109,4.69671675013912,41.5763546798029,99.495,1736.66,55.3672787979967,1780.78,490.123152709359,1346.03,1736.66,1308.751,1818.059,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,1.0824872,0.990048666666667,0.0924385333333334,0.2483361,0.8341511,0.2483361,0.8341511,"WA","Monogram - WA"
"495","MONO21_19","NOCA21_MONO21_1A_1G_19","NOCA21","MONO21","Monogram","1A","1G",18.5,19,18.75,"",3.1955,0.17,6.67400000000001,0.301,37.7953333333333,2.58433333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",0.9355884,-26.31351497,NA,0.696908393,13.98154315,NA,20.06223958,NA,0.9355884,"CN","2024_1","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.2765,12.9221,3.139,NA,NA,11.6456,1.8625,NA,0.8401,NA,84.007,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",15.993,NA,0.1764,13.5,0.5,"extrapolated",NA,NA,NA,NA,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,0.0566893424036281,8.82,0.10187074829932,0.0115079365079365,4.90818030050083,43.448275862069,108.315,1727.84,60.2754590984975,1775.87,533.571428571428,1302.58,1727.84,1265.301,1813.149,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,0.9355884,0.990048666666667,-0.0544602666666667,0.2483361,0.6872523,0.2483361,0.6872523,"WA","Monogram - WA"
"496","MONO21_19.5","NOCA21_MONO21_1A_1G_19.5","NOCA21","MONO21","Monogram","1A","1G",19,19.5,19.25,"",NA,NA,NA,NA,NA,NA,0.4692,0.0142,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1704,"y",1.0894648,-26.04641389,NA,0.702690372,13.18404471,NA,18.762239,NA,1.0894648,"CN","2024_2","LinCorr not calculated, d15N_raw values used in d15N column","NOCA21_MONO21_1A_1G",NA,NA,1.2894,15.5636,3.5212,NA,NA,14.2742,2.2318,NA,0.8436,NA,84.365,NA,"freezedried","","NOCA21_MONO21_1A_1G","North Cascades","Washington","Cascade",1,"Oncorhynchus clarkii","CUT",1932,"1995","1932","","1949","","","Unlikely","y","OCB (HL), OC, OCL, OM, OM(MW) (stocked)  OC - cutthroat trout, and then OM is rainbow trout, see files from WA dept. fish and wildlife for full stocking record",NA,48.556885,-121.280653,4771,1454.2,NA,NA,NA,39,7.77,17.3,12.1,NA,65.8,18.78,119,36.27,"12-Aug-21","12-Aug-21",2021,"GPSMAP 64","year first stocked from: https://www.watrailblazers.org/science/ncnpfishmgmtrpt.pdf",15.635,NA,0.172,13.5,0.5,"extrapolated",NA,NA,NA,NA,0.01,0.00797,0.01797,0.00203,37.279,1836.15,0.5,0.0581395348837209,8.6,0.104476744186047,0.0118023255813954,4.78575403450195,42.3645320197044,116.915,1719.24,65.0612131329994,1771.09,575.935960591133,1260.21,1719.24,1222.931,1808.369,"fishless",0,NA,NA,NA,6.69,NA,-0.13,-0.13,-0.13,1.0894648,0.990048666666667,0.0994161333333333,0.2483361,0.8411287,0.2483361,0.8411287,"WA","Monogram - WA"
